32,4.81e-08,0.000199871,0.000149728,
64,7.028e-08,0.000329864,0.000248938,
128,1.2444e-07,0.000593744,0.00053401,
256,2.2206e-07,0.000596822,0.000549906,
512,4.0576e-07,0.000611246,0.000540653,
1024,7.805e-07,0.000604028,0.000534285,
2048,1.52526e-06,0.000621269,0.000541094,
4096,3.02848e-06,0.000601902,0.000539739,
8192,6.22568e-06,0.000630925,0.000527958,
16384,1.246e-05,0.000608568,0.000566617,
32768,2.47126e-05,0.000621774,0.000583412,
65536,4.97499e-05,0.00062375,0.000641094,
131072,9.86788e-05,0.000646167,0.000691385,
262144,0.000197742,0.000639716,0.000736377,
524288,0.000398815,0.000641849,0.00115782,
1.04858e+06,0.000793473,0.000668982,0.00104138,
2.09715e+06,0.00164423,0.000889055,0.00177332,
4.1943e+06,0.00349406,0.00161398,0.00679116,
8.38861e+06,0.00656496,0.00281884,0.00704689,
1.67772e+07,0.0139334,0.0184815,0.0195642,
3.35544e+07,0.0273297,0.00900848,0.0341619,
6.71089e+07,0.0542251,0.0108137,0.0472531,
1.34218e+08,0.106653,0.024106,0.0938363,
2.68435e+08,0.210419,0.0455707,0.136062,
5.36871e+08,0.42679,0.0998459,0.297639,
1.07374e+09,0.861584,0.193388,0.52168,
