32,5.91e-08,0.000218052,0.000153463,
64,7.836e-08,0.000347883,0.000263208,
128,1.0646e-07,0.000643746,0.000567138,
256,2.1116e-07,0.000644685,0.000556423,
512,3.0738e-07,0.00064373,0.000573825,
1024,7.436e-07,0.000664532,0.000561379,
2048,1.4664e-06,0.000651306,0.00057926,
4096,2.1905e-06,0.000665417,0.000577678,
8192,5.79128e-06,0.000649896,0.000589122,
16384,1.15646e-05,0.000670887,0.000598634,
32768,2.00848e-05,0.000660459,0.000655508,
65536,3.55336e-05,0.000670681,0.000682051,
131072,6.93794e-05,0.000669514,0.000789678,
262144,0.000141574,0.000692904,0.00104741,
524288,0.000286632,0.000707771,0.00168713,
1.04858e+06,0.000588371,0.000775997,0.00266286,
2.09715e+06,0.00137701,0.00085671,0.00485056,
4.1943e+06,0.00357028,0.00126721,0.00919908,
8.38861e+06,0.0057909,0.00187151,0.0180588,
1.67772e+07,0.0121412,0.00381871,0.0357128,
3.35544e+07,0.0200688,0.0139727,0.0804218,
6.71089e+07,0.0526397,0.0152986,0.146924,
1.34218e+08,0.102126,0.0186926,0.282327,
2.68435e+08,0.188073,0.0387417,0.562375,
5.36871e+08,0.317304,0.08118,1.11375,
1.07374e+09,0.671368,0.143632,2.23186,
