32,4.608e-08,0.00114055,0.000553127,
64,5.31e-08,0.000260215,0.000248262,
128,8.458e-08,0.00044115,0.00050686,
256,1.2986e-07,0.00045177,0.000505292,
512,2.134e-07,0.00046688,0.000517245,
1024,4.6166e-07,0.000486968,0.000534033,
2048,7.5224e-07,0.000528249,0.000547694,
4096,1.88892e-06,0.000515734,0.000542876,
8192,3.8657e-06,0.000517412,0.000557403,
16384,7.36722e-06,0.0005326,0.000598068,
32768,1.49743e-05,0.00055941,0.000622212,
65536,2.98091e-05,0.000594205,0.00076947,
131072,5.99558e-05,0.000647066,0.00115692,
262144,0.000120357,0.000615306,0.00132939,
524288,0.000242026,0.00132579,0.00129033,
1.04858e+06,0.000483737,0.000624677,0.00163141,
2.09715e+06,0.00137447,0.000859012,0.00208195,
4.1943e+06,0.00368381,0.00159359,0.00925693,
8.38861e+06,0.00436466,0.00263752,0.0104229,
1.67772e+07,0.00898117,0.00527397,0.0159099,
3.35544e+07,0.0180781,0.00964857,0.0382247,
6.71089e+07,0.035731,0.0105632,0.0415481,
1.34218e+08,0.071256,0.0217691,0.0751624,
2.68435e+08,0.261576,0.04777,0.146575,
5.36871e+08,0.273088,0.100652,0.310208,
1.07374e+09,0.617427,0.196968,0.620015,
