32,3.906e-08,0.00109833,0.000551254,
64,5.132e-08,0.000264608,0.000252602,
128,8.354e-08,0.000448798,0.0004881,
256,1.2284e-07,0.000460117,0.000509716,
512,2.1464e-07,0.000480082,0.000544626,
1024,3.8978e-07,0.000495822,0.000644679,
2048,7.4322e-07,0.000507313,0.000538443,
4096,1.9317e-06,0.000509969,0.000531349,
8192,3.70874e-06,0.000537015,0.000558639,
16384,7.3642e-06,0.000563891,0.000609424,
32768,1.49182e-05,0.000579618,0.000622745,
65536,2.97411e-05,0.00059425,0.000794426,
131072,5.92331e-05,0.000624682,0.00118397,
262144,0.000119525,0.000688498,0.00241997,
524288,0.000237074,0.000627059,0.00129157,
1.04858e+06,0.000475077,0.000684375,0.00393703,
2.09715e+06,0.00109591,0.000930608,0.00203674,
4.1943e+06,0.00274205,0.00153643,0.00535507,
8.38861e+06,0.00624164,0.00280763,0.0086129,
1.67772e+07,0.0117053,0.00462515,0.0195519,
3.35544e+07,0.0207745,0.00981146,0.0403325,
6.71089e+07,0.0620364,0.0117851,0.0385799,
1.34218e+08,0.150624,0.0228523,0.0773184,
2.68435e+08,0.255191,0.0482357,0.15021,
5.36871e+08,0.608472,0.0966741,0.275011,
1.07374e+09,0.965166,0.193217,0.519284,
2.14748e+09,1.08495,0.393764,1.0578,
