32,5.088e-08,0.000162756,0.000119554,
64,7.01e-08,0.000266873,0.000226161,
128,1.2848e-07,0.000270941,0.000227863,
256,2.2744e-07,0.000222776,0.000181591,
512,4.2962e-07,0.00022164,0.000183692,
1024,8.3036e-07,0.000212805,0.000171376,
2048,1.6289e-06,0.000217276,0.000172367,
4096,3.01232e-06,0.000216141,0.00018053,
8192,6.13526e-06,0.000215187,0.000180095,
16384,1.2271e-05,0.000216198,0.000187848,
32768,2.44312e-05,0.000218448,0.000187656,
65536,4.88135e-05,0.000223406,0.000200269,
131072,9.7884e-05,0.000231872,0.000223117,
262144,0.00019567,0.000245737,0.000282991,
524288,0.000390702,0.00029822,0.000412956,
1.04858e+06,0.000780714,0.000398686,0.000700508,
2.09715e+06,0.00158801,0.000686415,0.00195578,
4.1943e+06,0.00334709,0.00123641,0.00394326,
8.38861e+06,0.00654767,0.00193044,0.00528674,
1.67772e+07,0.0131631,0.00320554,0.00832705,
3.35544e+07,0.0263184,0.00527921,0.0161066,
6.71089e+07,0.0527029,0.0117414,0.0320075,
1.34218e+08,0.18158,0.0267495,0.0597137,
2.68435e+08,0.20903,0.0487823,0.115748,
5.36871e+08,0.711691,0.099112,0.227773,
1.07374e+09,0.834061,0.195581,0.447316,
