32,5.292e-08,0.000174008,0.000124988,
64,7.516e-08,0.000281004,0.000241433,
128,1.2964e-07,0.000282023,0.000225642,
256,2.1498e-07,0.000232916,0.000190285,
512,5.3696e-07,0.000230782,0.000183247,
1024,7.482e-07,0.000221502,0.000181417,
2048,1.45692e-06,0.000219515,0.000172821,
4096,3.17978e-06,0.000224056,0.000179745,
8192,6.65602e-06,0.000222666,0.000183075,
16384,1.30813e-05,0.000225281,0.000189639,
32768,2.61683e-05,0.000228452,0.000200956,
65536,5.24e-05,0.00023629,0.000211103,
131072,0.000104596,0.000238366,0.000224458,
262144,0.000209273,0.000251531,0.00029079,
524288,0.000419044,0.000305566,0.000413871,
1.04858e+06,0.000836464,0.000402141,0.000674258,
2.09715e+06,0.00173595,0.000743835,0.0022704,
4.1943e+06,0.00356105,0.00123214,0.00386322,
8.38861e+06,0.00719267,0.00186882,0.0056761,
1.67772e+07,0.0141573,0.00320634,0.0084893,
3.35544e+07,0.0282209,0.00539399,0.0164531,
6.71089e+07,0.056614,0.0123382,0.0335784,
1.34218e+08,0.193856,0.0244719,0.0589997,
2.68435e+08,0.22282,0.0488983,0.118667,
5.36871e+08,0.75261,0.0974858,0.226327,
1.07374e+09,0.885627,0.196079,0.447378,
