32,5.23e-08,0.00113454,0.000548061,
64,7.354e-08,0.000266025,0.000253527,
128,1.2246e-07,0.00024176,0.00024278,
256,2.0706e-07,0.000194522,0.000189236,
512,4.6078e-07,0.000199775,0.000191279,
1024,7.4138e-07,0.00019646,0.00019026,
2048,1.44018e-06,0.0002016,0.000188448,
4096,2.8538e-06,0.00021269,0.000198143,
8192,5.7372e-06,0.000215294,0.000232786,
16384,1.14283e-05,0.00021777,0.000264185,
32768,2.27553e-05,0.000245471,0.000362494,
65536,4.56502e-05,0.000270918,0.000586414,
131072,9.08189e-05,0.000302331,0.000809792,
262144,0.000181622,0.000383409,0.00145598,
524288,0.000363275,0.000497521,0.0029625,
1.04858e+06,0.000727594,0.00121713,0.00216988,
2.09715e+06,0.00164232,0.000825062,0.00454274,
4.1943e+06,0.00305659,0.00153051,0.00754076,
8.38861e+06,0.00666327,0.0020684,0.00806652,
1.67772e+07,0.0120452,0.00493075,0.0112386,
3.35544e+07,0.0239748,0.00868761,0.0261211,
6.71089e+07,0.0800153,0.0138295,0.0392683,
1.34218e+08,0.131434,0.0266388,0.072409,
2.68435e+08,0.199824,0.048376,0.129526,
5.36871e+08,0.567701,0.105977,0.244867,
1.07374e+09,0.760955,0.199046,0.492614,
