32,4.49e-08,0.000140152,0.000121963,
64,5.61e-08,0.000212697,0.000208164,
128,8.578e-08,0.000403478,0.000207841,
256,1.2742e-07,0.0004034,0.000175693,
512,2.1682e-07,0.000415899,0.000182492,
1024,4.0012e-07,0.000441417,0.000171729,
2048,7.6306e-07,0.000429708,0.000177272,
4096,1.94684e-06,0.000440396,0.000178791,
8192,3.75204e-06,0.000466228,0.000177682,
16384,7.51186e-06,0.000447509,0.000173271,
32768,1.49297e-05,0.000439596,0.000188391,
65536,3.00548e-05,0.000460608,0.000197855,
131072,5.97804e-05,0.000444009,0.000179392,
262144,0.000120647,0.000432279,0.000200714,
524288,0.000240174,0.000467691,0.000336275,
1.04858e+06,0.000477976,0.000746408,0.000725698,
2.09715e+06,0.00115133,0.000897225,0.000793643,
4.1943e+06,0.00341966,0.00143492,0.00174069,
8.38861e+06,0.00586327,0.00276539,0.00212569,
1.67772e+07,0.0126814,0.00421317,0.00350909,
3.35544e+07,0.0222825,0.00949863,0.00888353,
6.71089e+07,0.0742016,0.0110231,0.011692,
1.34218e+08,0.160732,0.0239701,0.0256347,
2.68435e+08,0.261051,0.0493434,0.0510062,
5.36871e+08,0.609658,0.0990103,0.0992433,
1.07374e+09,1.13416,0.199771,0.198207,
