32,5.352e-08,0.000170021,0.0001157,
64,7.43e-08,0.00027581,0.000213455,
128,1.2228e-07,0.000274834,0.00021792,
256,2.142e-07,0.000275325,0.000224652,
512,3.8592e-07,0.000273583,0.000225233,
1024,9.4336e-07,0.000277875,0.000220415,
2048,1.44694e-06,0.000278013,0.00022935,
4096,2.8908e-06,0.000276746,0.000234851,
8192,6.07616e-06,0.000281755,0.000231071,
16384,1.20293e-05,0.00028013,0.000238344,
32768,2.35109e-05,0.000282847,0.000239462,
65536,4.84505e-05,0.000287347,0.000260483,
131072,9.71344e-05,0.000293478,0.000274204,
262144,0.000194206,0.000300146,0.000327689,
524288,0.000387579,0.000339052,0.000432484,
1.04858e+06,0.000773181,0.000429573,0.000692219,
2.09715e+06,0.00155125,0.000668343,0.00191503,
4.1943e+06,0.00339963,0.00121202,0.00456654,
8.38861e+06,0.0066461,0.00198868,0.00535242,
1.67772e+07,0.0132357,0.00359945,0.00855707,
3.35544e+07,0.0265536,0.00572917,0.0167218,
6.71089e+07,0.0930054,0.0136478,0.0322042,
1.34218e+08,0.182167,0.0258419,0.0581198,
2.68435e+08,0.358922,0.0502543,0.115139,
5.36871e+08,0.722685,0.0992625,0.22246,
1.07374e+09,1.42674,0.196993,0.432801,
