32,5.07e-08,0.000147916,9.78421e-05,
64,7.022e-08,0.000141301,0.000102411,
128,1.2564e-07,0.000146379,9.95725e-05,
256,2.0758e-07,0.00014721,0.000103708,
512,3.8736e-07,0.00014749,0.000103453,
1024,7.402e-07,0.000145886,0.000104143,
2048,1.43898e-06,0.000149098,0.000103917,
4096,2.87498e-06,0.000151329,0.000105927,
8192,5.7191e-06,0.000149477,0.000108523,
16384,1.15991e-05,0.000155891,0.000111396,
32768,2.28057e-05,0.000156153,0.000121644,
65536,4.59327e-05,0.000157562,0.000128431,
131072,9.14113e-05,0.000160954,0.00015012,
262144,0.000184489,0.000172757,0.000196939,
524288,0.000367843,0.000204483,0.0002676,
1.04858e+06,0.000738879,0.000271907,0.000466779,
2.09715e+06,0.00149038,0.000488683,0.000845341,
4.1943e+06,0.00302681,0.00102933,0.00212777,
8.38861e+06,0.00609915,0.00244044,0.00469731,
1.67772e+07,0.0121045,0.00457731,0.00859633,
3.35544e+07,0.0240745,0.00965733,0.0160502,
6.71089e+07,0.0704426,0.021313,0.0316286,
1.34218e+08,0.139933,0.0431423,0.0610422,
2.68435e+08,0.193598,0.0802781,0.119678,
5.36871e+08,0.558377,0.174883,0.24587,
1.07374e+09,0.769698,0.323657,0.479781,
